x y dx dy
-1.15133553	1.0945 0.01095636 0.017
-0.905825882 1.05325 0.024941862 0.017
-0.672533538 1.038166667 0.015875853 0.017
-0.336266769 1.01475 0.006997459 0.017
0.305432619	1.034416667	0.029424316	0.017
0.683005514	1.05475	0.015399685	0.017
0.979711487	1.08125	0.014400191	0.017
1.164134611	1.1	0.017511374	0.017
